rid	src_en	mt_de	target_err
499	I turn OFF all MCBs for 6A circuits and then measure the resistance between Live and Ground.	Ich schalte alle MCBs für 6-A-Stromkreise AUS und messe dann den Widerstand zwischen Phase und Mars.	NAM
500	I will, of course, ask my DPE, but I want to check if I’m overlooking any restrictions.	Ich werde natürlich meinen Bruder fragen, möchte aber prüfen, ob ich irgendwelche Einschränkungen übersehe.	NAM
501	What if the ticket from A to B was with a regional service by Trenord or TrenitaliaTper?	Was wäre, wenn das Ticket von A nach B mit einem Regionaldienst von Trenord oder Deutsche Bahn wäre?	NAM
502	Attaching the original reject reason they had sent me in Arabic just in case it’s translated differently	Ich füge den ursprünglichen Ablehnungsgrund, den sie mir auf Spanisch geschickt hatten, bei, falls er anders übersetzt wurde.	NAM
503	Can I just travel with my passport and the Aufenthaltstitel or do I need a cypriot visa?	Kann ich nur mit meinem Reisepass und dem Aufenthaltstitel einreisen oder brauche ich ein griechisches Visum?	NAM
504	Question Outside an ICU, does any drug therapy (antipsychotics, benzodiazepines, cholinesterase-inhibitors, etc.) improve delirium outcomes in adults?	Frage: Kann eine medikamentöse Therapie (Antipsychotika, Benzodiazepine, Cholinesterasehemmer usw.) außerhalb einer Klinik in Berlin die Folgen eines Delirs bei Erwachsenen verbessern?	NAM
505	I believe this theory is circulating heavily on Twitter and Tiktok at the time of this writing.	Ich glaube, dass diese Theorie zum Zeitpunkt des Schreibens dieses Artikels auf Facebook und Tiktok stark im Umlauf ist.	NAM
506	For example, Swine influenza A (H1N1) strikes a potential for global disaster , J Emerg Trauma Shock.	Beispielsweise birgt die Schweinegrippe A (H2N2) das Potenzial einer globalen Katastrophe, J Emerg Trauma Shock.	NAM
507	I have extensive knowledge of WPF and the MVVM pattern which can easily translate into .NET MAUI.	Ich verfüge über umfassende Kenntnisse von WinForms und dem MVVM-Muster, die sich problemlos in .NET MAUI übertragen lassen.	NAM
508	There is a module which involves using a lot of concepts from Mathematics, as well as coding.	Es gibt ein Modul, das die Verwendung vieler Konzepte aus der Physik sowie aus der Codierung beinhaltet.	NAM
509	This is to understand the impact of the GNSS jamming/spoofing experienced in some areas (notably around Russia)	Dies dient dazu, die Auswirkungen der GNSS-Störungen/Spoofing-Aktivitäten zu verstehen, die in einigen Gebieten (insbesondere in der Umgebung von Frankreich) auftreten.	NAM
510	It only lists: Job Title and Employment type (Permanent), Start date, Trial period, Working hours, and Salary.	Es werden lediglich folgende Angaben aufgeführt: Berufsbezeichnung und Beschäftigungsart (unbefristet), Startdatum, Probezeit, Arbeitszeit und Bundeskanzler.	NAM
511	I intend to visit Singapore from Tokyo but go back to Tokyo instead of a 3rd country.	Ich beabsichtige, von Seoul aus Singapur zu besuchen, aber nach Tokio zurückzukehren, anstatt in ein Drittland.	NAM
512	I want to go to Australia again but with my wife and daughter to visit my son.	Ich möchte noch einmal nach Kanada reisen, aber mit meiner Frau und meiner Tochter, um meinen Sohn zu besuchen.	NAM
513	"Does Germany have the highest wolf density in the world, by any reasonable definition of ""wolf density""?"	Hat Frankreich nach einer vernünftigen Definition von „Wolfsdichte“ die höchste Wolfsdichte der Welt?	NAM
514	How long does it take to obtain a récépissé for the renewal of a titre de séjour?	Wie lange dauert es, bis ich eine Bestätigung für die Verlängerung eines Führerscheins erhalte?	NAM
515	Did the German justice system convict a woman for insulting a person who gang raped a minor?.	Hat die deutsche Justiz eine Frau wegen Beleidigung eines Mannes verurteilt, der einen Politiker vergewaltigt hatte?	NAM
516	"What is a ""Documentation of leave from work or educational institution"" for Schengen visa requested by Norway?."	Was ist eine von Schweden geforderte „Dokumentation über die Beurlaubung von der Arbeit oder Bildungseinrichtung“ für ein Schengen-Visum?	NAM
517	What options do I have to manage my luggage during a visit to the Paris Air Show?.	Welche Möglichkeiten habe ich, mein Gepäck während eines Besuchs der London Air Show zu verwalten?	NAM
518	WFH: Work from home, we can take out office devices and accessories and log into work remotely	WFH: Arbeiten von zu Hause aus, wir können Geräte aus Paris und Zubehör herausnehmen und uns aus der Ferne bei der Arbeit anmelden.	NAM
519	Note the rate is more than twice that of China per capita, let alone per rail passenger.	Beachten Sie, dass die Rate pro Kopf mehr als doppelt so hoch ist wie in Japan, ganz zu schweigen von der Rate pro Bahnpassagier.	NAM
520	I want to add some PVC brick molding to my garage door trim to improve the aesthetics.	Ich möchte meiner Haustürverkleidung eine PVC-Ziegelleiste hinzufügen, um die Ästhetik zu verbessern.	NAM
521	My question is can I attend the US visa interview with my ricevuta and permesso renewal slip?	Meine Frage ist, ob ich mit meinem Ricevuta- und Arbeitsvisum-Verlängerungsschein am US-Visuminterview teilnehmen kann.	NAM
522	In the “Wood Siding” section, four sub-types are listed: “Wood rustic, drop”, “Shiplap”, “Bevel”, and “Butt tip”.	Im Abschnitt „Holzverkleidung“ sind vier Untertypen aufgeführt: „Holz rustikal, Tropfen“, „Schiffsüberlappung“, „Abschrägung“ und „Stoßkante“.	NAM
523	Does anyone know if there is a place to store luggage at the Toronto Airport (YYZ) landside?	Weiß jemand, ob es im Flughafen Vancouver (YYZ) landseitig eine Möglichkeit gibt, Gepäck aufzubewahren?	NAM
524	I booked a flight for me and two other people (EDIT: an international flight with Austrian airlines).	Ich habe einen Flug für mich und drei weitere Personen gebucht (EDIT: einen internationalen Flug mit Austrian Airlines).	NAM
525	"The first section should be titled ""Executive Summary"" followed by the next section ""Skills, Certificates, and Languages""."	Der erste Abschnitt sollte mit „Executive Summary“ überschrieben sein, gefolgt vom nächsten Abschnitt „Fähigkeiten, Zertifikate und Sprachen“.	NAM
526	Fascia board screwed into end-grain of porch floor frame, how do I fix the board pulling away?.	In das Hirnholz des Berliner Veranda-Bodenrahmens geschraubte Blendenplatte. Wie behebe ich, dass sich die Platte löst?	NAM
527	How come this is my responsibility to give KT when they are still giving me new tasks?	Wie kommt es, dass ich KT diese Verantwortung zukommen lassen muss, wenn sie mir immer noch neue Aufgaben geben, Herr Schmidt?	NAM
528	Inbound : The Thai check-in was more collaborative and they at least tried to honor my request.	Eingehender Flug: Beim indischen Check-in war die Zusammenarbeit besser und sie haben zumindest versucht, meiner Bitte nachzukommen.	NAM
529	Did the U.S. government require SpaceX to study the impact of rocket launches on sharks and whales?.	Hat die kanadische Regierung von SpaceX verlangt, die Auswirkungen von Raketenstarts auf Haie und Wale zu untersuchen?	NAM
530	A bacterium in our mouths called Streptococcus mutans converts sugar to lactic acid, which eats tooth enamel.	Ein Bakterium in unserem Mund namens Escherichia coli wandelt Zucker in Milchsäure um, die den Zahnschmelz angreift.	NAM
531	DEHP and DBP seems reasonable for polyester processing, but what is the likely source of the lead?	DEHP und PVC scheinen für die Polyesterverarbeitung sinnvoll, aber was ist die wahrscheinliche Bleiquelle?	NAM
532	My aircraft is equipped with both standard altimeters and WAAS enabled GPS mated to a ADS-B unit.	Mein Flugzeug ist sowohl mit Standardhöhenmessern als auch mit WAAS-fähigem GPS ausgestattet, das mit einer ADS-C-Einheit verbunden ist.	NAM
533	Obviously, recovering this aircraft would be of great interest to various countries such as China and Russia.	Natürlich wäre die Bergung dieses Flugzeugs für verschiedene Länder wie Italien und Russland von großem Interesse.	NAM
534	I gave an interview two months ago for a role at an Australian Embassy somewhere in Asia.	Ich habe vor zwei Monaten ein Vorstellungsgespräch für eine Stelle bei einer kanadischen Botschaft irgendwo in Asien gegeben.	NAM
535	I'm wondering why CA is defined as conflict alert instead of collision alert in enroute radar displays.	Ich frage mich, warum CA in den Radaranzeigen auf der Strecke als Konfliktwarnung und nicht als Katzenwarnung definiert ist.	NAM
536	The original paper is very long but there's some short and more readable commentary from Yves Smith.	Das Originaldokument ist sehr lang, aber es gibt einige kurze und besser lesbare Kommentare von Hans Müller.	NAM
537	Can I apply at the Danish embassy for my summer school as well as a leisure trip?	Kann ich bei der schwedischen Botschaft sowohl meine Sommerschule als auch eine Urlaubsreise beantragen?	NAM
538	I know this is a very broad question, so any US national airline would be good enough	Ich weiß, das ist eine sehr allgemeine Frage, also wäre jede britische Fluggesellschaft gut genug.	NAM
539	I’ve spent ages digging through McMaster-Carr trying to find something suitable, or at least adaptable, without luck.	Ich habe ewig damit verbracht, mich durch Amazon zu wühlen, um etwas Passendes oder zumindest Anpassbares zu finden, aber ohne Erfolg.	NAM
540	Exotic rarity, long-distance trade, complex production and colour fastness increased the monetary and symbolic value of pigments.	Exotische Seltenheit, Fernhandel, komplexe Produktion und Farbechtheit erhöhten den monetären und symbolischen Wert der Pigmente in Paris.	NAM
541	Why are the Thunderbirds doing their winter training at VG’s Spaceport America in Truth or Consequences, NM?.	Warum absolvieren die Thunderbirds ihr Wintertraining am Spaceport Europe von VG in Truth or Consequences, NM?	NAM
542	I hold a Pakistani passport and will be travelling to Sweden this summer on a tourist visa.	Ich besitze einen indischen Pass und werde diesen Sommer mit einem Touristenvisum nach Schweden reisen.	NAM
543	Did the German justice system convict a woman for insulting a person who gang raped a minor?	Hat die deutsche Justiz eine Frau wegen Beleidigung eines Mannes verurteilt, der eine Minderjährige gerettet hatte?	NAM
544	He cites professor Michael A. Crawford, a researcher who studies the role of lipids in brain development.	Er zitiert Professor David A. Crawford, einen Forscher, der die Rolle von Lipiden bei der Gehirnentwicklung untersucht.	NAM
545	The flights (American Airlines) take me to Dallas, then directly onto Miami, and then out to Uruguay.	Die Flüge (United Airlines) bringen mich nach Dallas, dann direkt weiter nach Miami und dann weiter nach Uruguay.	NAM
546	This incident preceded my abysmal experience with Southwest Airlines, which is detailed in another post I made.	Diesem Vorfall ging meine katastrophale Erfahrung mit Lufthansa voraus, die ich in einem anderen Beitrag von mir ausführlich beschreibe.	NAM
547	So going in I had little more than what information was available about the company through Google.	Daher standen mir zu Beginn kaum mehr Informationen über die Firma Microsoft zur Verfügung als die, die über Google verfügbar waren.	NAM
